institution_id,institution,country,publications
I205984670,Czech University of Life Sciences Prague,Czechia,1
I4210145109,Center for Evaluation and Development,Germany,1
I19894307,Université de Montpellier,France,1
I19970341,University of Sudbury,Canada,1
I199936661,Uganda Martyrs University,Uganda,1
I200166805,Guy's and St Thomas' NHS Foundation Trust,United Kingdom,1
I197097402,Universidad Peruana Cayetano Heredia,Peru,1
I197487182,CBS University of Applied Sciences,Germany,1
I197518295,IZA - Institute of Labor Economics,Germany,1
I4210145414,Hung Vuong Hospital,Viet Nam,1
I4210145467,International University of Kyrgyzstan,Kyrgyzstan,1
I4210145468,Institut Supérieur Pédagogique de Gitwe,Rwanda,1
I4210145525,Guiana Space Centre,French Guiana,1
I4210145539,Sir Paul Boffa Hospital,Malta,1
I4210145619,Pamoja Tunaweza Women's Centre,Tanzania,1
I4210144972,Laboratoire de Chimie Organique,France,1
I4210145083,Ministry of Interior,Bulgaria,1
I200845125,Nanjing University of Information Science and Technology,China,1
I19820366,Chinese Academy of Sciences,China,1
I4210147514,Élisabeth Bruyère Hospital,Canada,1
I4210147662,Ethiopian Defence University,Ethiopia,1
I4210147664,Universidad Psicología Industrial Dominicana,Dominican Republic,1
I4210147766,Gerresheimer (Germany),Germany,1
I4210146374,Office of Nuclear Safety,United States,1
I4210146884,Institut National de la Statistique,Madagascar,1
I192915278,International Business School,Hungary,1
I193478522,Emmanuel College - Massachusetts,United States,1
I201118511,European University Cyprus,Cyprus,1
I201726411,United Arab Emirates University,United Arab Emirates,1
I200296433,Chinese Academy of Medical Sciences & Peking Union Medical College,China,1
I200323923,South London and Maudsley NHS Foundation Trust,United Kingdom,1
I200749728,Pir Mehr Ali Shah Arid Agriculture University,Pakistan,1
I200769079,Hong Kong University of Science and Technology,Hong Kong,1
I4210148181,Dr. Rajendra Prasad Government Medical College,India,1
I4210148317,Women's Health Initiative,United States,1
I4210147360,Sup de Co Marrakech,Morocco,1
I4210147366,St. Stephen’s Hospital,India,1
I4210147384,Bendigo Health,Australia,1
I194019607,University of Ioannina,Greece,1
I194028371,University of Regina,Canada,1
I194348271,"Government College University, Faisalabad",Pakistan,1
I4210148428,Universidad Tecnológica del Perú,Peru,1
I4210148460,Ideas42,United States,1
I4210148482,Hôpital Sahloul,Tunisia,1
I4210148510,"Ministry of Local Government, Rural Development and Co-operatives",Bangladesh,1
I4210147825,Lumbini Eye Institute,Nepal,1
I4210147975,Institut National de Santé Publique,Tunisia,1
I4210148038,South Warwickshire NHS Foundation Trust,United Kingdom,1
I4210148072,Salem University,Nigeria,1
I4210151962,Monterey Bay Aquarium Foundation,United States,1
I4210152059,Instituto Nacional de Salud,Colombia,1
I4210152075,Institut National d'Oncologie,Morocco,1
I4210152341,Cocoa Research Institute of Ghana,Ghana,1
I4210151662,Zhanjiang Experimental Station,China,1
I4210151674,Naval Materials Research Laboratory,India,1
I4210151745,Public Citizen,United States,1
I4210151796,Kisii University,Kenya,1
I4210149508,Barber–Scotia College,United States,1
I4210149555,Ministry of Health,Peru,1
I4210149736,Food and Drug Administration,Thailand,1
I4210149743,Sinai Health System,United States,1
I4210149184,Centre for Women's Development Studies,India,1
I4210149232,National Allergy Asthma Bronchitis Institute,India,1
I4210149376,Southern Africa Nazarene University,Eswatini,1
I4210151920,HeidelbergCement (United States),United States,1
I4210150676,BGS Global Hospital,India,1
I4210149899,Marie Stopes Society,Pakistan,1
I4210149908,Erasmus MC Cancer Institute,Netherlands,1
I4210150006,Niger State Polytechnic,Nigeria,1
I4210150047,Centre Intégré Universitaire de Santé et de Services Sociaux du Centre-Sud-de-l'Île-de-Montréal,Canada,1
I4210150075,Rahnuma,Pakistan,1
I4210150266,Mahatma Gandhi Medical College and Research Institute,India,1
I4210149475,Botswana Harvard AIDS Institute Partnership,Botswana,1
I4210147207,The Dialogue,United States,1
I4210147238,National Heart Centre Singapore,Singapore,1
I4210147311,The Millennium University,Bangladesh,1
I4210147325,Medical Governance Research Institute,Japan,1
I4210147342,Al-Qalam University Katsina,Nigeria,1
I4210150356,University of Washington Tacoma,United States,1
I4210150479,Institute for Future Engineering,Japan,1
I4210150591,Ministry of Defence,India,1
I4210150722,Egyptian Government,Egypt,1
I4210150840,Ministry of Education,Bangladesh,1
I4210150943,Institute for Research on Household Economics,Japan,1
I4210151104,Directorate General of Health Services,Bangladesh,1
I4210151123,French Community of Belgium,Belgium,1
I4210154507,Mandya Institute of Medical Sciences,India,1
I4210154633,Inspiration Innovation Synergy University,India,1
I4210154710,Wuxi Taihu Hospital,China,1
I195165,Unitika (Japan),Japan,1
I195608997,Dar es Salaam Institute of Technology,Tanzania,1
I193615760,Dokuz Eylül University,Türkiye,1
I193662353,Utrecht University,Netherlands,1
I193670377,University of Karachi,Pakistan,1
I4210151572,AIR Worldwide (United Kingdom),United Kingdom,1
I4210150693,The Medical Device (United Kingdom),United Kingdom,1
I4210150714,Johns Hopkins Hospital,United States,1
I188760350,Ollscoil na Gaillimhe – University of Galway,Ireland,1
I189643551,Hanoi Medical University,Viet Nam,1
I195939026,Glasgow Caledonian University,United Kingdom,1
I196409605,Mohammed Bin Rashid School of Government,United Arab Emirates,1
I196608512,PES University,India,1
I196829312,La Trobe University,Australia,1
I19700959,Florida International University,United States,1
I195024194,Riphah International University,Pakistan,1
I4210151805,Federal Institute for Population Research,Germany,1
I4210151893,National Centre for Disease Informatics and Research,India,1
I4210151279,Institute Of Perinatology Obstetrics And Gynaecology,Armenia,1
I4210151372,Gandhi Medical College,India,1
I4210151409,Association of Maternal and Child Health Programs,United States,1
I190243414,President University,Indonesia,1
I187476118,Saint Louis University,Spain,1
I187761245,National Institute of Technology Jamshedpur,India,1
I4210153498,Republic of Palau Ministry of Health,Palau,1
I4210153712,International Center of New York,United States,1
I4210153755,University Hospital Cologne,Germany,1
I4210153852,ARC Centre of Excellence for Children and Families over the Life Course,Australia,1
I4210152626,Missouri Heart Center,United States,1
I4210152838,Yangon Children's Hospital,Myanmar,1
I4210152906,Hôtel-Dieu de France,Lebanon,1
I4210153200,BC Children's Hospital,Canada,1
I191247993,Shobhit University,India,1
I191365509,Hamdard University,Pakistan,1
I191429286,Sam Houston State University,United States,1
I191969501,National Taipei University of Nursing and Health Science,Taiwan,1
I19231517,Kabul University,Afghanistan,1
I189712700,University of Konstanz,Germany,1
I189869855,Cebu Normal University,Philippines,1
I189917405,Dominican University,United States,1
I4210153303,École Normale Supérieure d'Abidjan,Côte d'Ivoire,1
I4210153497,Institute of Advanced Studies in Administration,Venezuela,1
I184770606,Ministry of Agriculture Forestry and Fisheries,Cambodia,1
I182534213,Universidade do Porto,Portugal,1
I183003952,Ilia State University,Georgia,1
I192513696,National University of San Marcos,Peru,1
I192633058,University of Saint Joseph,United States,1
I191208505,Xiamen University,China,1
I4210154797,Clinical Centre of Kragujevac,Serbia,1
I4210153856,Second Xiangya Hospital of Central South University,China,1
I4210153869,Huai'an University,China,1
I4210153931,D.Y. Patil University,India,1
I4210154014,National Institute of Pharmaceutical Education and Research,India,1
I4210154218,University of Science and Technology Bannu,Pakistan,1
I4210154271,French Institute for Research in Africa,Nigeria,1
I4210153241,Sexual Health Clinic,Finland,1
I18550681,Pham Ngoc Thach University of Medicine,Viet Nam,1
I185571130,Al-Farabi Kazakh National University,Kazakhstan,1
I184220567,Asian Development Bank Institute,Japan,1
I184531372,OsloMet – Oslo Metropolitan University,Norway,1
I184564680,Inter-American Development Bank,United States,1
I4210155929,National University of Medical Sciences,Pakistan,1
I4210156194,Addenbrooke's Hospital,United Kingdom,1
I4210154879,KIST Medical College,Nepal,1
I17972996,Vardhman Mahavir Medical College & Safdarjung Hospital,India,1
I17974374,Universidade de São Paulo,Brazil,1
I186359701,Shell (Germany),Germany,1
I186365177,Institute of Technology of Cambodia,Cambodia,1
I186803428,Brock University,Canada,1
I186862513,Osh State University,Kyrgyzstan,1
I185163786,King Abdulaziz University,Saudi Arabia,1
I185443292,Wayne State University,United States,1
I4210156440,Valacta (Canada),Canada,1
I4210156571,Collaborative Innovation Center of Chemistry for Energy Materials,China,1
I4210156666,University Of Medicine 1 Yangon,Myanmar,1
I4210155590,Management Sciences (United States),United States,1
I4210155797,Médecins Sans Frontières,United States,1
I179150554,Guntur Medical College,India,1
I179311214,Gulf University for Science & Technology,Kuwait,1
I179331831,Taif University,Saudi Arabia,1
I4210153204,Universidade Portucalense,Portugal,1
I4210156834,Institute of Economics,China,1
I4210156887,Sudan Academy of Sciences,Sudan,1
I4210157195,Jamhuriya University of Science and Technology,Somalia,1
I4210157242,Rumah Sakit Umum Pusat Dr. Sardjito,Indonesia,1
I4210157304,State Board of Education,United States,1
I4210156205,Indian Institute of Management Visakhapatnam,India,1
I4210156250,Polo Universitario Città di Prato,Italy,1
I180857899,Pfizer (United States),United States,1
I180952551,Central University of Himachal Pradesh,India,1
I181547552,Baylor College of Medicine,United States,1
I18014758,Simon Fraser University,Canada,1
I180437899,University of Bremen,Germany,1
I4210158280,Institut Scientifique de Santé Publique,Belgium,1
I4210158329,Social Action,Nigeria,1
I4210158502,Queen Elizabeth University Hospital,United Kingdom,1
I4210158006,Société Francophone du Diabète,France,1
I175970653,Central University of Jharkhand,India,1
I176337269,Canadian Institutes of Health Research,Canada,1
I17647740,Father Muller Medical College Hospital,India,1
I173887773,University of Banja Luka,Bosnia and Herzegovina,1
I173956350,Patna Medical College and Hospital,India,1
I181697535,SUNY Downstate Health Sciences University,United States,1
I18193975,SGH Warsaw School of Economics,Poland,1
I4210159453,Center for Rheumatology,United States,1
I4210158598,Kenya Forest Service,Kenya,1
I4210158614,Nordic School of Public Health,Sweden,1
I4210158752,Montreal Clinical Research Institute,Canada,1
I4210158957,Parkside Hospital,United Kingdom,1
I4210158963,37 Military Hospital,Ghana,1
I4210159012,University College of Islamabad,Pakistan,1
I4210158000,ILMA University,Pakistan,1
I4210154892,National Institute of Cancer Research and Hospital,Bangladesh,1
I4210155105,Rajshahi University of Engineering and Technology,Bangladesh,1
I4210155175,Agri Food and Biosciences Institute,United Kingdom,1
I4210155267,Institute for Tourism,Croatia,1
I4210155393,Ministry of Health,Montenegro,1
I4210155461,Connecticut Mental Health Center,United States,1
I4210159070,Biomedical Research Foundation,Bangladesh,1
I4210159071,Federal Institute of Industrial Research Oshodi,Nigeria,1
I177064439,Université de Bourgogne,France,1
I177097968,University of Tennessee at Chattanooga,United States,1
I177181097,Durban University of Technology,South Africa,1
I177235860,Public Health Agency of Canada,Canada,1
I17533244,An-Najah National University,West Bank and Gaza,1
I175360629,Kajima Corporation (Japan),Japan,1
I4210160555,Ministry of Health and Social Welfare,Liberia,1
I4210160647,Russian University of Cooperation,Russian Federation,1
I168864056,Bilkent University,Türkiye,1
I168974072,Government Medical College,India,1
I169248161,Universidade Federal de Pelotas,Brazil,1
I177725633,Chinese University of Hong Kong,Hong Kong,1
I178000100,Kurukshetra University,India,1
I178319760,Kuvempu University,India,1
I17653759,Fund for Scientific Research,Belgium,1
I177055848,University of Brawijaya,Indonesia,1
I4210160863,Institute of Chartered Accountants of India,India,1
I4210160873,Bishkek Academy of Finance and Economics,Kyrgyzstan,1
I4210160096,Heartland Alliance,United States,1
I4210160211,Pharmaceutical Biotechnology (Czechia),Czechia,1
I170013655,Isfahan University of Technology,"Iran, Islamic Republic of",1
I170040867,Global Environment Facility,United States,1
I170153556,University of Health Science,Cambodia,1
I170238339,Duy Tan University,Viet Nam,1
I4210157469,Clínica Sagrada Esperança,Angola,1
I4210161052,Korea University,Japan,1
I4210161059,Kushiro City General Hospital,Japan,1
I4210161102,Health Holland,Netherlands,1
I4210161206,International Oil and Gas University,Turkmenistan,1
I4210161281,University Teaching Hospital of Butare,Rwanda,1
I4210160788,New Delhi Tuberculosis Center,India,1
I4210160793,Institute of Geographic Sciences and Natural Resources Research,China,1
I4210161889,Command Hospital,India,1
I4210165137,Satguru Partap Singh Hospital,India,1
I4210165293,Metacomp Technologies (United States),United States,1
I4210165441,Hangzhou Medical College,China,1
I4210165529,University of Business and Technology,Saudi Arabia,1
I4210165634,Africa Nazarene University,Kenya,1
I4210164596,Uganda Protestant Medical Bureau,Uganda,1
I4210164613,National Assembly,"Korea, Republic of",1
I4210163016,Namibia Institute of Pathology,Namibia,1
I4210162086,Institute of World Economics,Hungary,1
I4210162109,Institute for Forecasting of the Slovak Academy of Sciences,Slovakia,1
I4210162151,Hôpital Saint-Luc,Canada,1
I4210161492,Domus Medica,Belgium,1
I4210161520,Ministry of Infrastructure,Rwanda,1
I4210161569,Groupe de Recherche et d’Action sur le Foncier,Burkina Faso,1
I4210161606,African Field Epidemiology Network,Uganda,1
I4210163674,National Heart Foundation Hospital & Research Institute,Bangladesh,1
I4210163694,Instituto Valenciano de Investigaciones Económicas,Spain,1
I4210162544,Dr D Y Patil Dental College & Hospital,India,1
I4210162655,Centre of Natural Hazards and Disaster Science,Sweden,1
I4210162822,Ministry of Public Health,Madagascar,1
I4210162839,Universitas Tulungagung,Indonesia,1
I4210162943,NIHR Birmingham Biomedical Research Centre,United Kingdom,1
I4210162984,Academia Nacional de Ciencias de Bolivia,Bolivia,1
I4210159675,Information Management Consultants (United States),United States,1
I4210159853,Process Simulations Limited (Canada),Canada,1
I4210159968,Duke Kunshan University,China,1
I4210163153,Johnson & Johnson (India),India,1
I4210163172,Environmental Earth Sciences,Australia,1
I4210163355,"Center for Disease Dynamics, Economics and Policy",India,1
I4210163434,Ibex Innovations (United Kingdom),United Kingdom,1
I4210163549,Act Health,Australia,1
I169724904,Zimmer Biomet (Netherlands),Netherlands,1
I4210164579,Action Network,United States,1
I4210164592,Tashkent Medical Academy,Uzbekistan,1
I4210163713,Cohort (United Kingdom),United Kingdom,1
I4210163772,Ministry of Health,Eswatini,1
I4210163795,École Nationale d'Administration et de Magistrature,Burkina Faso,1
I4210164005,University College of Commerce & Business Management,India,1
I4210164031,Joint Clinical Research Centre,Uganda,1
I173268674,Texas A&M University System,United States,1
I173304897,Universidad de Granada,Spain,1
I170726198,University of Novi Sad,Serbia,1
I171003132,Rawalpindi Medical University,Pakistan,1
I17120543,National University of Modern Languages,Pakistan,1
I171217772,Benson Idahosa University,Nigeria,1
I172614708,Crescent University,Nigeria,1
I169521973,University of New Mexico,United States,1
I165507594,Kangwon National University,"Korea, Republic of",1
I165556055,Loyola University Maryland,United States,1
I165690674,Oregon Health & Science University,United States,1
I1636034,Dr. Reddy's Laboratories (United States),United States,1
I16443873,Federal University of Technology Owerri,Nigeria,1
I165139151,University of North Texas Health Science Center,United States,1
I172828483,University of Sri Jayewardenepura,Sri Lanka,1
I17301866,University of Alabama,United States,1
I4210164771,Sunyani Technical University,Ghana,1
I4210164943,TobaccoFree Research Institute,Ireland,1
I4210165024,Institute of Infection and Immunity,Canada,1
I4210165065,Naresuan University Hospital,Thailand,1
I4210165080,Smt. N.H.L. Municipal Medical College,India,1
I4210164268,National Institute of Health,Pakistan,1
I4210164282,Entrepreneurial Ecosystems,United States,1
I4210164354,Heartfile,Pakistan,1
I165737746,Tomas Bata University in Zlín,Czechia,1
I166088655,Montclair State University,United States,1
I16609230,Hunan University,China,1
I165488957,Lingnan University,Hong Kong,1
I4210166736,Impact Technology Development (United States),United States,1
I4210166811,Leeds Dental Hospital,United Kingdom,1
I4210167096,National Nutrition Agency,The Gambia,1
I4210167156,International Hospital Kampala,Uganda,1
I160825796,Mangosuthu University of Technology,South Africa,1
I166533956,Institute of Management Technology,India,1
I166722992,University of Massachusetts Chan Medical School,United States,1
I166928557,University of Monastir,Tunisia,1
I167046903,Walla Walla University,United States,1
I167147083,Overseas Development Institute,United Kingdom,1
I167609691,Hawler Medical University,Iraq,1
I16835326,University of St Andrews,United Kingdom,1
I4210166452,21c Consultancy (United Kingdom),United Kingdom,1
I4210166558,Arlington Free Clinic,United States,1
I4210166649,Yangon ENT Hospital,Myanmar,1
I4210166691,Institute for Urban Indigenous Health,Australia,1
I161171246,West Chester University,United States,1
I161237661,Lahore College for Women University,Pakistan,1
I159548981,State Street (United States),United States,1
I160606119,University of Tennessee Health Science Center,United States,1
I4210164201,Annapurna Neurological Institute and Allied Sciences,Nepal,1
I4322298,Towson University,United States,1
I43666680,Regional Institute of Medical Sciences,India,1
I4210167424,Hôpital Militaire Avicenne,Morocco,1
I42131985,National Health and Medical Research Council,Australia,1
I42350008,Ministry of Health and Social Services,Namibia,1
I42731748,National Institute of Applied Science and Technology,Tunisia,1
I42934936,Dublin City University,Ireland,1
I161593684,Stockholm University,Sweden,1
I161597582,Recep Tayyip Erdoğan University,Türkiye,1
I16197041,Cyprus International University,Cyprus,1
I162254961,National University of Lesotho,Lesotho,1
I162608824,University of Sussex,United Kingdom,1
I16097986,Universitat de València,Spain,1
I161165907,Southeast Missouri State University,United States,1
I4388446360,Institute of Public Health Zadar,Croatia,1
I4387156335,Global Health and Education Projects,United States,1
I157725225,University of Illinois Urbana-Champaign,United States,1
I155837530,National Institute of Technology Durgapur,India,1
I156087764,"University of California, Merced",United States,1
I156216236,Qassim University,Saudi Arabia,1
I157273133,University of Botswana,Botswana,1
I163205636,Tabriz University of Medical Sciences,"Iran, Islamic Republic of",1
I163340411,Hohai University,China,1
I4405259358,Tanzania Institute of Accountancy,Tanzania,1
I4405260339,Biaka University Institute of Buea,Cameroon,1
I4405260736,Dayananda Sagar College of Engineering,India,1
I4405260856,Bengaluru City University,India,1
I4396570500,"All India Institute of Medical Sciences, Deoghar",India,1
I4405258250,Maharajgunj Medical Campus,Nepal,1
I4405258421,P P Savani University,India,1
I4387156044,"Infection, Anti-microbiens, Modélisation, Evolution",France,1
I4210165760,College of Accounting,Slovenia,1
I4210166085,Centre d’Infectiologie Christophe Mérieux of Laos,Laos,1
I4210166202,CACI International (United Kingdom),United Kingdom,1
I4210166209,ISS International (South Africa),South Africa,1
I4210166308,University of Social Welfare and Rehabilitation Sciences,"Iran, Islamic Republic of",1
I4405258483,Vitalant Research Institute,United States,1
I4405258610,OSCE Academy,Kyrgyzstan,1
I4405258719,Hussaini Adamu Federal Polytechnic,Nigeria,1
I157394403,Baylor University,United States,1
I4405267668,Ghana Cocoa Board,Ghana,1
I4405269816,Fundación Mexicana para la Salud,Mexico,1
I4405392,Boğaziçi University,Türkiye,1
I4405261048,Adama Hospital Medical College,Ethiopia,1
I4405261501,Malla Reddy Institute Of Medical Sciences,India,1
I4405262393,Somaiya Vidyavihar University,India,1
I4405262778,Wuxi Taihu University,China,1
I153297377,Medical University of South Carolina,United States,1
I150397245,"York College, City University of New York",United States,1
I158878888,Nile Valley University,Sudan,1
I158990150,St. Augustine University of Tanzania,Tanzania,1
I159176309,Universität Hamburg,Germany,1
I157850169,Indian Health Service,United States,1
I157921009,Ritsumeikan Asia Pacific University,Japan,1
I157358134,RMIT Vietnam,Viet Nam,1
I44288286,Daystar University,Kenya,1
I4429535,State University of Makassar,Indonesia,1
I44327541,Kursk State Medical University,Russian Federation,1
I44565152,Doon University,India,1
I44666525,University of the South Pacific,Fiji,1
I4405264474,Høgskolen i Bergen,Norway,1
I4405264709,Dessie Health Science College,Ethiopia,1
I152518017,University of Nis,Serbia,1
I4388482656,Ottawa Hospital Research Institute,Canada,1
I4392738183,Syreon Research Institute (Hungary),Hungary,1
I4394709093,Universitas Islam Negeri Sayyid Ali Rahmatullah Tulungagung,Indonesia,1
I43777268,Nagasaki University,Japan,1
I4387152672,Bordeaux Sciences Économiques,France,1
I4387153491,Établissement public Campus Condorcet,France,1
I44738892,Joseph Sarwuan Tarka University Makurdi,Nigeria,1
I44265643,Rowan University,United States,1
I139858224,M.J.P. Rohilkhand University,India,1
I140025399,Hochschule Hannover,Germany,1
I140172145,University of Connecticut,United States,1
I149145351,Deccan College of Medical Sciences,India,1
I149461666,Ca' Foscari University of Venice,Italy,1
I149766970,Maharashtra University of Health Sciences,India,1
I150229711,University of Electronic Science and Technology of China,China,1
I147943389,Development Bank of Japan,Japan,1
I153687341,Zarqa University,Jordan,1
I153908563,Nortel (Canada),Canada,1
I153954893,Jaypee University of Information Technology,India,1
I154130895,University of Auckland,New Zealand,1
I151934421,University of Northern British Columbia,Canada,1
I152333473,Ecolab (United Kingdom),United Kingdom,1
I142263535,University of Nottingham,United Kingdom,1
I139669409,Nizam's Institute of Medical Sciences,India,1
I50268529,M. P. Shah Medical College,India,1
I48018076,Christ University,India,1
I48076826,Chiang Mai University,Thailand,1
I147337026,Universitas Trisakti,Indonesia,1
I145388677,Joint United Nations Programme on HIV/AIDS,Switzerland,1
I145610796,Southern University and Agricultural and Mechanical College,United States,1
I154632036,Misr University for Science and Technology,Egypt,1
I155417937,Hochschule Bonn-Rhein-Sieg,Germany,1
I4405262780,West African Centre for Cell Biology of Infectious Pathogens,Ghana,1
I4405262955,Amity University Gurugram,India,1
I5100685,University of Education,Pakistan,1
I51077184,Saint Joseph's University,United States,1
I51153154,Novartis Foundation,Switzerland,1
I51204116,Arcadia University,United States,1
I51556381,University of Virginia,United States,1
I49278261,Assam University,India,1
I143601524,Public Authority for Applied Education and Training,Kuwait,1
I142395110,Astellas Pharma (Japan),Japan,1
I14243506,Hong Kong Polytechnic University,Hong Kong,1
I142651801,University of Kelaniya,Sri Lanka,1
I142823887,St. John's University,United States,1
I142899784,University of Sfax,Tunisia,1
I140887281,Goa University,India,1
I140912994,Muş Alparslan University,Türkiye,1
I135881978,Bukidnon State University,Philippines,1
I13591777,University of Nottingham Ningbo China,China,1
I134260573,Gauhati Medical College and Hospital,India,1
I134276161,Pakistan Institute of Engineering and Applied Sciences,Pakistan,1
I1342904200,Oregon Health Authority,United States,1
I134315084,Rajendra Memorial Research Institute of Medical Sciences,India,1
I1343551460,The University of Texas MD Anderson Cancer Center,United States,1
I14314212,Osaka University of Economics,Japan,1
I55892964,Andalas University,Indonesia,1
I55016150,Manav Rachna International Institute of Research and Studies,India,1
I55027601,Netherlands Institute for Advanced Study in the Humanities and Social Sciences,Netherlands,1
I55061410,U.S. Air Force Institute of Technology,United States,1
I55141112,National Defence University of Malaysia,Malaysia,1
I53276908,Marymount University,United States,1
I53421241,National Institute of Nutrition,India,1
I53465836,Bangalore University,India,1
I148099405,Xi'an University of Architecture and Technology,China,1
I146399215,University of Tsukuba,Japan,1
I46130087,Indian Institute of Management Udaipur,India,1
I47151758,National University of Uzbekistan,Uzbekistan,1
I47251452,Wake Forest University,United States,1
I47306379,United Hospital Fund,United States,1
I55383850,Tashkent State University of Economics,Uzbekistan,1
I55801708,Saint Michael's College,United States,1
I56404289,Indian Institute of Technology BHU,India,1
I56409017,Nahrain University,Iraq,1
I56722557,Trinity College,United States,1
I65181880,Indian Institute of Technology Hyderabad,India,1
I65321883,Motu Economic and Public Policy Research,New Zealand,1
I65734018,American University of Nigeria,Nigeria,1
I66200439,Naresuan University,Thailand,1
I66513531,Fayoum University,Egypt,1
I60374024,ICMR-National Institute of Virology,India,1
I6059380,University of Baltimore,United States,1
I59270414,Indian Institute of Science Bangalore,India,1
I57085157,Sardar Patel University,India,1
I57206974,New York University,United States,1
I57995698,Paris School of Economics,France,1
I56306041,Lebanese American University,Lebanon,1
I56311857,Hanoi School Of Public Health,Viet Nam,1
I137265193,University of Chester,United Kingdom,1
I137613304,Homs University,Syria,1
I53508799,Tumkur University,India,1
I5388228,University of Rochester,United States,1
I51601045,University of Bath,United Kingdom,1
I52035452,Jawaharlal Nehru Technological University Anantapur,India,1
I52158045,China Agricultural University,China,1
I530967,Toronto Metropolitan University,Canada,1
I1334415907,University Medical Center Groningen,Netherlands,1
I1334636312,Colorado Department of Public Health and Environment,United States,1
I1330502262,Ministry for Foreign Affairs,Sweden,1
I1330855593,Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Science and Technology,India,1
I1331374319,National Bureau of Statistics of China,China,1
I1332873766,Banco de la República Colombia,Colombia,1
I138272832,Devi Ahilya Vishwavidyalaya,India,1
I136632592,Bells University of Technology,Nigeria,1
I61600748,Westminster International University in Tashkent,Uzbekistan,1
I61822063,ICF International (United States),United States,1
I61937129,Jackson State University,United States,1
I62370553,IMU University,Malaysia,1
I71270174,Victoria University,Australia,1
I71422933,Sheffield Hallam University,United Kingdom,1
I71459812,Beijing International Studies University,China,1
I71495548,Indian Institute of Management Calcutta,India,1
I1335113835,Karolinska University Hospital,Sweden,1
I1336788258,California Department of Public Health,United States,1
I133731052,University of Helsinki,Finland,1
I133388076,Gulu University,Uganda,1
I1334287468,Nottingham University Hospitals NHS Trust,United Kingdom,1
I61057504,Fujian Agriculture and Forestry University,China,1
I61198380,Nagaland University,India,1
I61529313,Clifford Chance,United Kingdom,1
I1323554757,Ivano-Frankivsk National Medical University,Ukraine,1
I1316728056,Malabar Cancer Centre,India,1
I131835042,Bursa Uludağ Üni̇versi̇tesi̇,Türkiye,1
I1319815248,Statistics Canada,Canada,1
I13383945,Exponent (United States),United States,1
I1339895191,RWI – Leibniz Institute for Economic Research,Germany,1
I1340740451,National Academy of Agricultural Sciences,India,1
I134113660,"University of Nevada, Reno",United States,1
I6665906,Carrier (United States),United States,1
I63966007,Massachusetts Institute of Technology,United States,1
I64295750,Indian Institute of Technology Indore,India,1
I64532579,Qazvin University of Medical Sciences,"Iran, Islamic Republic of",1
I6240851,Yerevan State Medical University,Armenia,1
I63072094,University of Portsmouth,United Kingdom,1
I1322204314,International Rescue Committee,Ethiopia,1
I13227775,Cornerstone University,United States,1
I1320351128,Delta Air Lines (United States),United States,1
I69737025,University of Chile,Chile,1
I70284922,MTS Systems (United States),United States,1
I66752286,University of Milano-Bicocca,Italy,1
I66804793,Pan American Health Organization (Cuba),Cuba,1
I66809481,Southern Cross University,Australia,1
I66946132,"University of Maryland, College Park",United States,1
I75418795,Fiji National University,Fiji,1
I1329536732,School of Planning and Architecture Delhi,India,1
I1330402449,African Development Bank Group,Côte d'Ivoire,1
I132357854,Indian Institute of Management Kozhikode,India,1
I132359460,University of Burdwan,India,1
I1323778983,Yale New Haven Hospital,United States,1
I132400726,University of Nagasaki,Japan,1
I1324565093,Prime Minister's Office,Brunei Darussalam,1
I1325290502,Economic Policy Institute,United States,1
I1310298795,Saint Agnes Hospital,United States,1
I1310770535,Georgia Department of Education,United States,1
I130785548,Clark University,United States,1
I130823665,Ural Federal University,Russian Federation,1
I1325947110,California HealthCare Foundation,United States,1
I1328302364,Ingalls Memorial Hospital,United States,1
I1328359107,Los Angeles County Department of Health Services,United States,1
I1328782679,Schizophrenia Research Foundation,India,1
I71631882,Vinoba Bhave University,India,1
I71675930,Frankfurt School of Finance & Management,Germany,1
I71965598,Adelphi University,United States,1
I70983195,Syracuse University,United States,1
I71030271,Heidelberg Institute for Theoretical Studies,Germany,1
I71052956,University of Reading,United Kingdom,1
I68956291,Martin Luther University Halle-Wittenberg,Germany,1
I1309849503,RAND Corporation,United States,1
I1308321612,Ministry of Higher Education,Malaysia,1
I130847708,Divine Word University,Papua New Guinea,1
I1308906816,NortonLifeLock (United States),United States,1
I74775410,Rice University,United States,1
I7478328,Waterford Institute of Technology,Ireland,1
I74788687,Comenius University Bratislava,Slovakia,1
I72019824,Virginia Commonwealth University Medical Center,United States,1
I72903472,Occidental College,United States,1
I1315501941,International Organization for Migration,Switzerland,1
I1315824030,Institute for Women's Policy Research,United States,1
I131155284,Alagappa University,India,1
I1312237181,Girls Incorporated,United States,1
I1312300495,Jinnah Postgraduate Medical Center,Pakistan,1
I1312987727,University of Neyshabur,"Iran, Islamic Republic of",1
I1312996466,Safdarjang Hospital,India,1
I1313272365,Innovations for Poverty Action,United States,1
I1299528221,Engineering and Physical Sciences Research Council,United Kingdom,1
I1299907687,Bloomberg (United States),United States,1
I1300066018,African Wildlife Foundation,United States,1
I1296812847,Public Policy Institute of California,United States,1
I1297058315,Mount Auburn Hospital,United States,1
I1297363086,St. Michael's Hospital,Canada,1
I129774422,University of Vienna,Austria,1
